Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent Task
1159647457366003,2020-01-30,2020-01-31,2020-01-31,"USO tema 14 put in docs, correct and color code",Español Avanzado,,,,2020-02-03,,,UMass,
1159647457366001,2020-01-30,2020-01-31,2020-01-31,frases del email and color code,Español Avanzado,,,,2020-02-03,,,UMass,
1142545671153091,2020-01-30,2020-01-31,2020-01-31,"A debate p20 ej 2, p21 ej 3a",Español Avanzado,,,,2020-02-03,,,UMass,
1142545671153092,2020-01-30,2020-02-02,2020-02-02,Capítulo 10 read,Español Avanzado,,,,2020-02-03,,,UMass,
1142545671153093,2020-01-30,2020-02-02,2020-02-02,Capítulo 10 presentación ,Español Avanzado,,,,2020-02-03,,,UMass,
1142545671153088,2020-01-29,2020-01-29,2020-01-29,Capítulo 8 resumen,Español Avanzado,,,,2020-01-31,,,UMass,
1142545671153087,2020-01-29,2020-01-29,2020-01-29,Capítulo 7 resumen,Español Avanzado,,,,2020-01-31,,,UMass,
1142545671153086,2020-01-29,2020-01-29,2020-01-29,Capítulo 6 resumen,Español Avanzado,,,,2020-01-31,,,UMass,
1142545671153085,2020-01-29,2020-01-29,2020-01-29,Read p19 ej2,Español Avanzado,,,,2020-01-30,,,UMass,
1142545671153084,2020-01-29,2020-01-29,2020-01-29,Capítulo 9,Español Avanzado,,,,2020-01-30,,,UMass,
1159140926207237,2020-01-28,2020-01-28,2020-01-28, USO TEMA 18 explain in full sentences,Español Avanzado,,,,2020-01-29,,,UMass,
1159140926207235,2020-01-28,2020-01-28,2020-01-28,exercises from email,Español Avanzado,,,,2020-01-29,,,UMass,
1159140926207233,2020-01-28,2020-01-28,2020-01-28,capitulo 8,Español Avanzado,,,,2020-01-29,,,UMass,
884979507466278,2020-01-27,2020-01-27,2020-01-27,A DEBATE: PÁG. 14 Ej.1 y 2.a y b,Español Avanzado,,,,2020-01-28,,,UMass,
1142545671153076,2020-01-27,2020-01-27,2020-01-27,Capítulo 7,Español Avanzado,,,,2020-01-28,,,UMass,
1158294268938265,2020-01-22,2020-01-24,2020-01-24,fix up capitulo notes and turn in,Español Avanzado,,,,2020-01-24,,,UMass,
1142545671153075,2020-01-23,2020-01-24,2020-01-24,Add explanations to ejercicios del uso tema 18,Español Avanzado,,,,2020-01-27,,,UMass,
1158550124071759,2020-01-23,2020-01-24,2020-01-24,USO TEMA 14 pág. 74/75 ej. 2 y 3 + explicaciones,Español Avanzado,,,,2020-01-27,,,UMass,
1158550124071761,2020-01-23,2020-01-24,2020-01-24,LOCUCIONES CON SER Y ESTAR,Español Avanzado,,,,2020-01-27,,,UMass,
1158550124071753,2020-01-23,2020-01-25,2020-01-25,read chapter 5,Español Avanzado,,,,2020-01-27,,,UMass,
1158550124071755,2020-01-23,2020-01-25,2020-01-25,chapter 5 presentation,Español Avanzado,,,,2020-01-27,,,UMass,
1158550124071757,2020-01-23,2020-01-26,2020-01-26,read chapter 6,Español Avanzado,,,,2020-01-27,,,UMass,
1142545671153073,2020-01-22,2020-01-22,2020-01-22,Subordinado ejemplos,Español Avanzado,,,,2020-01-23,,,UMass,
1142545671153072,2020-01-22,2020-01-22,2020-01-22,Capítulo 4,Español Avanzado,,,,2020-01-23,,,UMass,
884979507466277,2020-01-21,2020-01-22,2020-01-22,Put page numbers for characters la hija,Español Avanzado,,,,2020-01-21,,,UMass,
1158294268938267,2020-01-22,2020-01-22,2020-01-22,"USO tema 18
pág. 95/96 ej. 2 y 3
pág. 96 ej. 4 y 5",Español Avanzado,,,,2020-01-23,,,UMass,
884979507466275,2020-01-21,2020-01-21,2020-01-21,Correct p9 exercises,Español Avanzado,,,,2020-01-21,,,UMass,
1158179872221481,2020-01-21,2020-01-22,2020-01-22,chapter 2,Español Avanzado,,,,2020-01-22,,,UMass,
1158179872221483,2020-01-21,2020-01-22,2020-01-22,chapter 3,Español Avanzado,,,,2020-01-22,,,UMass,
884979507466276,2020-01-21,2020-01-21,2020-01-21,Send in p8 + p9 contexts,Español Avanzado,,,,2020-01-21,,,UMass,
1157894572516377,2020-01-20,2020-01-20,2020-01-20,look over summary of chapter 1,Español Avanzado,,,,,,,UMass,
1157514404665021,2020-01-16,2020-01-17,2020-01-17,EMAIL,Español Avanzado,,,,2020-01-16,,,UMass,
1157514404665017,2020-01-16,2020-01-19,2020-01-19,A DEBATE: p8 e1 + contextualizar,Español Avanzado,,,,2020-01-21,,,UMass,
1157764843843601,2020-01-18,2020-01-19,2020-01-19,A DEBATE: p9 e2.a y b; y e3,Español Avanzado,,,,2020-01-21,,,UMass,
1157514404665011,2020-01-16,2020-01-19,2020-01-19,Leer el capítulo 1 de La hija de la luna,Español Avanzado,,,,2020-01-21,,,UMass,
1157514404665013,2020-01-16,2020-01-19,2020-01-19,"RECOGER: vocabulario oscuro, personajes, topónimos (=LUGARES)",Español Avanzado,,,,2020-01-21,,,UMass,
1172298200543139,2020-04-21,2020-04-22,2020-04-22,“La corta historia de una gota de agua”: ej. 2 + 3,Español Avanzado,,,,2020-04-21,,,UMass,
1172298200543143,2020-04-21,2020-04-22,2020-04-22, VISIONADO: ORACIONES TEMPORALES,Español Avanzado,,,,2020-04-21,,,UMass,
1157514404665015,2020-01-16,2020-01-19,2020-01-19,resumen del capítulo con detalles (presentacion),Español Avanzado,,,,2020-01-21,,,UMass,
1157514404665019,2020-01-16,2020-01-20,2020-04-01,Resumen de mi experiencia de la tamborrada,Español Avanzado,,,,2020-01-21,,"Describe de forma muy detallada tu experiencia de la tamborrada de Donostia-
San Sebastián. Los siguientes puntos te serán de ayuda:
- La IZADA de la bandera/ the opening ceremony (Gaztelubide)
- diferentesTamborradas (whether male, female or mixed)
- laTamborrada Infantil
- la ARRIADA/ the closing ceremony (Unión Artesana)
- + FOTOS",UMass,
1172298200543145,2020-04-21,2020-04-22,2020-04-22,PRÁCTICA DE LAS ORACIONES TEMPORALES:,Español Avanzado,,,,2020-04-21,,,UMass,
1172628303045833,2020-04-23,2020-04-23,2020-04-23,email USAC translations,Traducción,,,,2020-04-23,,,UMass,
1172298200543147,2020-04-21,2020-04-22,2020-04-22,LAS PALABROTAS,Traducción,,,,2020-04-21,,,UMass,
1172298200543137,2020-04-21,2020-04-22,2020-04-22,EL HABLANTE: ej 1 + 2,Traducción,,,,2020-04-21,,,UMass,
1171258465120699,2020-04-14,2020-04-14,2020-04-14,LOS EUFEMISMOS,Traducción,,,,2020-04-14,,,UMass,
1169653894438945,2020-04-02,2020-04-03,2020-04-03, EL REGISTRO,Traducción,,,,2020-04-02,,,UMass,
1169427965402714,2020-04-01,2020-04-01,2020-04-01,turn in LA VARIACION DIALECTAL,Traducción,,,,2020-04-01,,,UMass,
1169176334474603,2020-03-31,2020-03-31,2020-03-31,LA VARIACION DIALECTALFile,Traducción,,,,2020-03-31,,,UMass,
1165847075959779,2020-03-10,2020-03-22,2020-03-22,fix up usac translation,Traducción,,,,2020-03-17,,,UMass,
1165847075959777,2020-03-10,2020-03-10,2020-03-10,send cover translation,Traducción,,,,2020-03-10,,,UMass,
1165205972717075,2020-03-05,2020-03-09,2020-03-09,translate title and backcover,Traducción,,,,2020-03-10,,,UMass,
1165205972717073,2020-03-05,2020-03-06,2020-03-06,put in pages,Traducción,,,,2020-03-06,,,UMass,
1164115963233585,2020-02-28,2020-03-02,2020-03-02,presente perfecto,Traducción,,,,2020-03-03,,,UMass,
1163549793396917,2020-02-25,2020-02-27,2020-02-27,try to make one version,Traducción,,,,2020-02-27,,,UMass,
1162945026981905,2020-02-20,2020-02-25,2020-02-25,comment on doc,Traducción,,,,2020-02-25,,,UMass,
1162549121651365,2020-02-18,2020-02-19,2020-02-19,traducir ejercicio,Traducción,,,,2020-02-20,,,UMass,
1162549121651363,2020-02-18,2020-02-18,2020-02-18,ejercicio,Traducción,,,,2020-02-20,,,UMass,
1162126209402489,2020-02-15,2020-02-16,2020-02-16,translate email sentences,Traducción,,,,2020-02-18,,,UMass,
1160814997214403,2020-02-06,2020-02-08,2020-02-08,falsos amigos ejercicio,Traducción,,,,2020-02-11,,,UMass,
1160814997214401,2020-02-06,2020-02-07,2020-02-07,add basajaun translation to document,Traducción,,,,2020-02-07,,,UMass,
1160343753550225,2020-02-04,2020-02-05,2020-02-05,traducir 20 errores más comunes,Traducción,,,,2020-02-06,,,UMass,
1159584433619985,2020-01-30,2020-01-30,2020-01-30,modify basajaun,Traducción,,,,2020-02-04,,,UMass,
1142545671153083,2020-01-28,2020-01-29,2020-01-29,Send basajaun translation,Traducción,,,,2020-01-29,,,UMass,
884979507466279,2020-01-28,2020-01-29,2020-01-29,el verbo TO GET exercises,Traducción,,,,2020-01-30,,,UMass,
1142545671153080,2020-01-28,2020-01-28,2020-01-28,Add to take notes to good notes,Traducción,,,,2020-01-28,,,UMass,
1142545671153079,2020-01-28,2020-01-28,2020-01-28,Convert basajaun to google docs,Traducción,,,,2020-01-28,,,UMass,
1158550124071763,2020-01-23,2020-01-24,2020-01-24,add missing answers for verb to take (in the email),Traducción,,,,2020-01-24,,,UMass,
1158185714924921,2020-01-21,2020-01-22,2020-01-22,Leer BASAJAUN entero y buscar en el diccionario las palabras que no estén claras.,Traducción,,,,2020-01-23,,,UMass,
1158550124071765,2020-01-23,2020-01-24,2020-01-24,translate all of Basajaun,Traducción,,,,2020-01-28,,,UMass,
1158185714924923,2020-01-21,2020-01-22,2020-01-22,  Traducir las dos primeras páginas.,Traducción,,,,2020-01-23,,,UMass,
1158550124071767,2020-01-23,2020-01-24,2020-01-24,translate phrases with take from email,Traducción,,,,2020-01-28,,,UMass,
1158185714924925,2020-01-21,2020-01-22,2020-01-22,el ejercicio de la página 8 ,Traducción,,,,2020-01-23,,,UMass,
1158185714924927,2020-01-21,2020-01-22,2020-01-22,el ejercicio de la página 9,Traducción,,,,2020-01-23,,,UMass,
1158185714924929,2020-01-21,2020-01-22,2020-01-22,el ejercicio de la página 10 y 11,Traducción,,,,2020-01-23,,,UMass,
1173292030220843,2020-04-28,2020-05-11,2020-05-11,essay,Civ,,,,2020-05-11,,,UMass,
1171594317404839,2020-04-16,2020-04-20,2020-04-20,Cultura española 1850-1900,Civ,,,,2020-04-15,,,UMass,
1170100282544671,2020-04-06,2020-04-06,2020-04-06,TAREA LUNES 6 DE ABRIL,Civ,,,,2020-04-06,,,UMass,
1169427965402716,2020-04-01,2020-04-03,2020-04-03,toros,Civ,,,,2020-04-06,,,UMass,
1168814032775225,2020-03-29,2020-03-30,2020-03-30,cuadro de siglo XVII,Civ,,,,2020-03-30,,,UMass,
1168814032775227,2020-03-29,2020-03-30,2020-03-30,deberes goya,Civ,,,,2020-04-01,,,UMass,
1165358215099513,2020-03-06,2020-03-09,2020-03-09,study,Civ,,,,2020-03-09,,,UMass,
884979507466282,2020-02-28,2020-02-29,2020-02-29,Yo legit make a page for each thing. Just header the page with what you're gonna talk about and then just write about it on that one oage,Civ,,,,,,,UMass,
1142545671153099,2020-02-12,2020-02-16,2020-02-16,Diferencias between románico (p45) y gótico,Civ,,,,2020-02-17,,,UMass,
1142545671153098,2020-02-12,2020-03-06,2020-03-06,Cultura musulmana en españa,Civ,,,,2020-03-04,,,UMass,
1160908260286337,2020-02-07,2020-02-09,2020-02-09,study,Civ,,,,2020-02-10,,,UMass,
1159961965893931,2020-02-02,2020-02-03,2020-02-03,transfer work with Ryan to my paper,Civ,,,,2020-02-02,,,UMass,
1159961965893929,2020-02-02,2020-02-02,2020-02-02,throw sheet in folder,Civ,,,,2020-02-02,,,UMass,
1142545671153090,2020-01-29,2020-02-02,2020-02-02,Buy notebook and transfer hw,Civ,,,,2020-02-03,,,UMass,
1142545671153078,2020-01-27,2020-01-28,2020-01-28,Diferencias entre paleolítico y neolitico,Civ,,,,2020-01-29,,Una hoja,UMass,
1142545671153077,2020-01-27,2020-01-27,2020-01-27,Scan printouts,Civ,,,,2020-01-27,,,UMass,
1142545671153074,2020-01-22,2020-01-26,2020-01-26,Finish map,Civ,,,,2020-01-27,,,UMass,
1173292030220841,2020-04-28,2020-05-12,2020-05-12,essay,Arte,,,,2020-05-12,,,UMass,
1170266819792867,2020-04-07,2020-04-13,2020-04-13,examen,Arte,,,,2020-04-13,,,UMass,
1142545671153105,2020-03-05,2020-03-22,2020-03-22,Research artist,Arte,,,,2020-03-12,,,UMass,
1162158619749249,2020-02-16,2020-02-17,2020-02-17,STUDY,Arte,,,,2020-02-18,,,UMass,
1158550124071769,2020-01-23,2020-01-26,2020-01-26,"edificios simbolicos que representan el caracter, el estilo, de un pais (Spain, Italia, Francia, UK, Rusia, China, India, EEUU, Alemania, Mexico)",Arte,,,,2020-01-28,,,UMass,
1142545671153069,2020-01-21,2020-01-22,2020-01-22,3 things that are modern,Arte,,,,2020-01-23,,,UMass,
1157514404665023,2020-01-16,2020-01-20,2020-01-20,los inicios del arte,Arte,,,,2020-01-21,,,UMass,
1173927357670609,2020-05-02,2020-05-03,2020-05-03,translate stuff,Literatura,,,,2020-05-05,,,UMass,
1172670731984465,2020-04-23,2020-04-30,2020-04-30,Eduardo Mendoza y El año del diluvio read summaries,Literatura,,,,2020-04-30,,,UMass,
1172628303045835,2020-04-23,2020-04-25,2020-04-25,"Biografía de Borges / ""El otro""",Literatura,,,,2020-04-23,,,UMass,
1171594317404837,2020-04-16,2020-04-23,2020-04-23,"Narrativa de los años 40, 50 y 60",Literatura,,,,2020-04-21,,,UMass,
1171594317404835,2020-04-16,2020-04-25,2020-04-25,"La novela de la realidad
",Literatura,,,,2020-04-21,,,UMass,
1171594317404833,2020-04-16,2020-04-23,2020-04-23,"Posmodernidad
",Literatura,,,,2020-04-21,,,UMass,
1171258465120697,2020-04-14,2020-04-14,2020-04-14,Sobre No volvere a ser joven,Literatura,,,,2020-04-16,,,UMass,
1169653894438947,2020-04-02,2020-04-02,2020-04-02,exam,Literatura,,,,2020-04-02,,,UMass,
1169653894438949,2020-04-02,2020-04-09,2020-04-09,Blas de Otero,Literatura,,,,2020-04-14,,,UMass,
1168014641214739,2020-03-24,2020-04-01,2020-04-01,Bernarda Alba questions,Literatura,,,,2020-03-31,,,UMass,
1169653894438951,2020-04-02,2020-04-09,2020-04-09,Generación del 50 / Presentación de Jaime Gil de Biedma,Literatura,,,,2020-04-14,,,UMass,
1168014641214737,2020-03-24,2020-03-29,2020-03-29,Lorca biography,Literatura,,,,2020-03-27,,,UMass,
1165850236965523,2020-03-10,2020-03-21,2020-03-21,Tarea sobre Alberti,Literatura,,,,2020-03-12,,,UMass,
1165850236965521,2020-03-10,2020-03-21,2020-03-21,Las Sinsombrero,Literatura,,,,2020-03-12,,,UMass,
884979507466283,2020-03-09,2020-03-09,2020-03-09,Presentation,Literatura,,,,2020-03-10,,,UMass,
1142545671153103,2020-03-03,2020-03-26,2020-03-26,watch party,Literatura,,,,2020-03-25,,,UMass,
1142545671153102,2020-03-03,2020-03-03,2020-03-03,Baroja ,Literatura,,,,2020-03-03,,,UMass,
1164115963233589,2020-02-28,2020-03-02,2020-03-02,baroja,Literatura,,,,2020-03-03,,,UMass,
1163549793396919,2020-02-25,2020-02-26,2020-02-26,sheet,Literatura,,,,2020-02-27,,,UMass,
1162945026981909,2020-02-20,2020-02-25,2020-02-25,do sheet,Literatura,,,,2020-02-25,,,UMass,
1162945026981907,2020-02-20,2020-02-25,2020-02-25,READ,Literatura,,,,,,,UMass,
1162549121651369,2020-02-18,2020-02-19,2020-02-19,Machado / Frost,Literatura,,,,2020-02-20,,,UMass,
1142545671153101,2020-02-17,2020-02-20,2020-02-20,Key characters and events,Literatura,,,,2020-02-20,,,UMass,
1161418421965125,2020-02-11,2020-02-16,2020-02-16,Otro autor del Modernismo,Literatura,,,,2020-02-18,,,UMass,
1161418421965123,2020-02-11,2020-02-16,2020-02-16,Modernism,Literatura,,,,2020-02-18,,,UMass,
1161238287630307,2020-02-10,2020-02-12,2020-02-12,study,Literatura,,,,2020-02-13,,,UMass,
1160908260286341,2020-02-07,2020-02-08,2020-02-08,Rubén Darío,Literatura,,,,2020-02-11,,,UMass,
1160908260286339,2020-02-07,2020-02-08,2020-02-08,A Note on Realism (Robert Louis Stevenson),Literatura,,,,2020-02-11,,,UMass,
1142545671153097,2020-02-06,2020-02-17,2020-02-17,Start reading book or summaries,Literatura,,,,2020-02-20,,,UMass,
1160343753550227,2020-02-04,2020-02-06,2020-02-06,leer Pérez Galdós,Literatura,,,,2020-02-06,,,UMass,
1142545671153096,2020-02-04,2020-02-06,2020-02-06,Biografía Pérez Galdós / Don Juan,Literatura,,,,2020-02-06,,,UMass,
1159628619166403,2020-01-30,2020-02-03,2020-02-03,Bécquer,Literatura,,,,2020-02-04,,,UMass,
1159628619166401,2020-01-30,2020-02-03,2020-02-03,New Year's Eve (Charles Lamb),Literatura,,,,2020-02-04,,,UMass,
1142545671153082,2020-01-28,2020-01-30,2020-01-30,Larra,Literatura,,,,2020-01-30,,,UMass,
1142545671153081,2020-01-28,2020-01-29,2020-01-29,Muerte,Literatura,,,,2020-01-30,,,UMass,
1158550124071771,2020-01-23,2020-01-27,2020-01-27,Autor del Romanticismo,Literatura,,,,2020-01-28,,,UMass,
1142545671153070,2020-01-21,2020-01-22,2020-01-22,Noches lúgubres ,Literatura,,,,2020-01-23,,,UMass,
1142545671153071,2020-01-21,2020-01-22,2020-01-22,A jarifa  (only read),Literatura,,,,2020-01-23,,,UMass,
1157894572516379,2020-01-20,2020-01-21,2020-01-21,read thing,Literatura,,,,2020-01-21,,,UMass,
1157697710271977,2020-01-17,2020-01-20,2020-01-20,la ilustracion,Literatura,,,,2020-01-21,,,UMass,
1172447741295745,2020-04-22,2020-04-23,2020-04-23,traduccion,Sumario,,,,2020-04-22,,,UMass,
1170100282544675,2020-04-06,2020-04-06,2020-04-06,send message to full group asking for dance and cooking experiences,Sumario,,,,2020-04-06,,,UMass,
1169444269913339,2020-04-01,2020-04-23,2020-04-23,futbol,Sumario,,,,2020-04-17,,,UMass,
1164788350466187,2020-03-03,2020-03-22,2020-04-01,sumario horas,Sumario,,,,2020-03-04,,,UMass,
1164788350466185,2020-03-03,2020-03-05,2020-04-01,sumario carnivales,Sumario,,,,2020-03-04,,,UMass,
1163549793396915,2020-02-25,2020-02-28,2020-04-01,sumario volunteer agreement,Sumario,,,,2020-02-27,,,UMass,
1163055182284395,2020-02-21,2020-02-21,2020-04-01,sumario resumen Juan Ignacio,Sumario,,,,2020-02-21,,,UMass,
1162729753811633,2020-02-19,2020-02-21,2020-04-01,sumario resumen gipuzkoa,Sumario,,,,2020-02-21,,,UMass,
1161056704902757,2020-02-09,2020-02-09,2020-04-01,sumario gigantes,Sumario,,,,2020-02-13,,,UMass,
1161006081814081,2020-02-07,2020-02-09,2020-04-01,sumario San Telmo talk,Sumario,,,,2020-02-13,,,UMass,
