Task ID,Created At,Completed At,Last Modified,Name,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent Task
563303917747981,2018-02-17,2018-02-23,2018-02-23,project,,,,2018-02-26,,,School,
563375136006429,2018-02-18,2018-02-20,2018-02-20,cheat sheet,,,,2018-02-19,,,School,
568164926076334,2018-02-21,2018-02-22,2018-02-22,CHEAT SHEET,,,,2018-02-21,,,School,
532130324724470,2018-01-22,,2018-01-22,CS 250:,,,,,,,School,
563189731334210,2018-02-16,2018-02-17,2018-02-17,notes,,,,2018-02-18,,,School,
606973228399255,2018-03-25,2018-03-29,2018-03-29,Quiz #6,,,,2018-03-29,,,School,
533773919604157,2018-01-23,2018-01-23,2018-01-23,notes,,,,,,,School,
588661368301960,2018-03-11,2018-03-15,2018-03-15,notes up to lecture 27,,,,,,,School,
575327692020334,2018-02-27,2018-03-10,2018-03-10,hw,,,,2018-03-09,,,School,
623522970339017,2018-04-07,2018-04-12,2018-04-12,quiz,,,,2018-04-12,,,School,
551864754604492,2018-02-07,2018-02-17,2018-02-17,quiz 3,,,,2018-02-17,,,School,
598288609997737,2018-03-19,2018-04-02,2018-04-02,hw4,,,,2018-04-02,,,School,
533042920342876,2018-01-23,2018-01-23,2018-01-23,hw1,,,,2018-01-26,,,School,
623535333674403,2018-04-07,,2018-04-07,hw,,,,2018-04-18,,,School,
555413573419650,2018-02-11,2018-02-24,2018-02-24,hw,,,,2018-02-24,,,School,
533042920342888,2018-01-23,2018-01-24,2018-01-24,get book,,,,,,,School,
563982340296274,2018-02-19,2018-02-20,2018-02-20,quiz,,,,2018-02-22,,,School,
533042920342889,2018-01-23,2018-01-28,2018-01-28,quiz 1,,,,2018-02-01,,,School,
536804902372520,2018-01-25,2018-02-07,2018-02-07,hw1,,,,2018-02-07,,,School,
548889586496127,2018-02-05,2018-02-07,2018-02-07,quiz 2,,,,2018-02-07,,,School,
533042920342877,2018-01-23,,2018-03-23,Physics 152:,,,,,,,School,
552338738619384,2018-02-07,2018-02-17,2018-02-17,hw3,,,,2018-02-16,,,School,
533773919604159,2018-01-23,2018-01-24,2018-01-24,finish ch5 notes,,,,,,,School,
533042920342890,2018-01-23,2018-01-25,2018-01-25,prepare lab materials,,,,,,,School,
537957181265444,2018-01-28,2018-02-07,2018-02-07,hw2,,,,2018-02-09,,,School,
623592038418689,2018-04-08,2018-04-12,2018-04-12,turn in lab,,,,2018-04-12,,,School,
533042920342879,2018-01-23,2018-01-28,2018-01-28,hw1,,,,2018-02-02,,,School,
533042920342878,2018-01-23,2018-01-23,2018-01-23,setup mastering physics,,,,,,,School,
563454058080862,2018-02-18,2018-02-22,2018-02-22,turn in lab (moodle and print),,,,2018-02-22,,,School,
580065581601794,2018-03-04,2018-03-21,2018-03-21,hw,,,,2018-03-23,,,School,
610941786014814,2018-03-27,2018-03-29,2018-03-29,turn in lab,,,,2018-03-29,,,School,
620611769948169,2018-04-05,2018-04-08,2018-04-08,lab,,,,2018-04-12,,,School,
615034337312076,2018-04-01,2018-04-10,2018-04-10,hw7,,,,2018-03-30,,,School,
575325728967277,2018-02-27,2018-02-28,2018-02-28, cheat sheet,,,,2018-02-28,,,School,
606450131227764,2018-03-23,2018-03-27,2018-03-27,lab,,,,2018-03-29,,,School,
548426689217112,2018-02-05,2018-02-07,2018-02-07,lab,,,,2018-02-08,,,School,
563270967554526,2018-02-17,2018-02-18,2018-02-18,lab,,,,2018-02-22,,,School,
615034337312077,2018-04-01,2018-04-10,2018-04-10,hw8,,,,2018-04-06,,,School,
563270967554527,2018-02-17,2018-02-22,2018-02-22,hw,,,,2018-02-23,,,School,
615034337312078,2018-04-01,2018-04-10,2018-04-10,hw9,,,,2018-04-13,,,School,
628759782798117,2018-04-10,2018-04-15,2018-04-15,hw10,,,,2018-04-20,,,School,
563270967554528,2018-02-17,2018-02-22,2018-02-22,hw,,,,2018-03-02,,,School,
618534704365289,2018-04-03,2018-04-12,2018-04-12,notesheet,,,,2018-04-11,,,School,
623661170386122,2018-04-08,,2018-04-08,right hand rule,,,,,,,,notesheet
623661170386123,2018-04-08,,2018-04-08,ohm's law,,,,,,,,notesheet
628690502344649,2018-04-10,,2018-04-10,"current is divided among resistors in parallel, but voltage is divided among resistors in series",,,,,,,,notesheet
577506655960586,2018-03-01,2018-03-02,2018-03-02,add example problems to sheet,,,,2018-03-01,,,School,
578148784387387,2018-03-01,2018-03-04,2018-03-04,lab,,,,2018-03-08,,,School,
532130324724472,2018-01-22,,2018-01-22,Math 331:,,,,,,,School,
537957181265443,2018-01-28,2018-01-28,2018-01-28,ch2 notes,,,,2018-01-28,,,School,
618534704365288,2018-04-03,2018-04-11,2018-04-11,written,,,,2018-04-11,,,School,
537957181265442,2018-01-28,2018-02-08,2018-02-08,hw2,,,,2018-02-13,,,School,
555308130882388,2018-02-11,2018-02-18,2018-02-18,hw,,,,2018-02-21,,,School,
575028698331297,2018-02-27,2018-03-02,2018-03-02,hw,,,,2018-03-02,,,School,
563375136006428,2018-02-18,2018-02-20,2018-02-20,practice exam,,,,2018-02-19,,,School,
535368512876584,2018-01-24,2018-01-28,2018-01-28,hw1,,,,2018-02-06,,,School,
611696217492278,2018-03-28,2018-04-04,2018-04-04,6.4-6.5,,,,2018-04-10,,,School,
635072400765208,2018-04-16,,2018-04-16,7.4-7.5,,,,2018-04-24,,,School,
609060800361325,2018-03-26,2018-03-27,2018-03-27,6.2,,,,2018-04-03,,,School,
553940097284206,2018-02-08,2018-02-11,2018-02-11,hw3],,,,2018-02-15,,,School,
568164926076333,2018-02-21,2018-02-22,2018-02-22,finish practice problesm,,,,2018-02-21,,,School,
588661368301956,2018-03-11,2018-03-18,2018-03-18,3.5,,,,2018-03-20,,,School,
580047361062239,2018-03-04,2018-03-06,2018-03-06,hw,,,,2018-03-08,,,School,
570162249229319,2018-02-23,2018-02-27,2018-02-27,hw,,,,2018-02-27,,,School,
535074928855218,2018-01-24,2018-01-24,2018-01-24,notes,,,,,,,School,
620430185953681,2018-04-04,2018-04-15,2018-04-15,7.1,,,,2018-04-18,,,School,
556786154468049,2018-02-12,2018-02-18,2018-02-18,written,,,,2018-02-21,,,School,
535074928855220,2018-01-24,2018-01-24,2018-01-24,figure out where hw is,,,,,,,School,
635072400765209,2018-04-16,,2018-04-16,7.6,,,,2018-05-01,,,School,
588661368301957,2018-03-11,2018-03-26,2018-03-26,3.7,,,,2018-03-20,,,School,
609060800361326,2018-03-26,2018-03-28,2018-03-28,6.3,,,,2018-04-04,,,School,
620430185953682,2018-04-04,2018-04-16,2018-04-16,7.2-7.3,,,,2018-04-19,,,School,
588661368301958,2018-03-11,2018-03-26,2018-03-26,3.8,,,,2018-03-27,,,School,
588661368301959,2018-03-11,2018-03-26,2018-03-26,6.1,,,,2018-03-28,,,School,
532130324724473,2018-01-22,,2018-01-23,Spanish 312:,,,,,,,School,
563454058080863,2018-02-18,2018-02-20,2018-02-20,"Preparar ""El ritual del fuego"" (p. 210). Actividades A, B y C.",,,,2018-02-20,,,School,
537979204720383,2018-01-28,2018-01-29,2018-01-29,"Lee ""El texto académico""",,,,2018-01-30,,,School,
539769147895554,2018-01-29,2018-01-30,2018-01-30,print el academico page,,,,2018-01-30,,,School,
623592038418690,2018-04-08,2018-04-10,2018-04-10,turn in mar adentro,,,,2018-04-10,,,School,
588661368301961,2018-03-11,2018-03-15,2018-03-15,project,,,,2018-03-20,,,School,
620430185953680,2018-04-04,2018-04-04,2018-04-04,print ,,,,,,,School,
634289121834390,2018-04-15,,2018-04-15,autoevaluación,,,,2018-04-19,,,School,
547606069522801,2018-02-05,2018-02-11,2018-02-11,Tarea escrita: autorretrato - Part 1,,,,2018-02-15,,,School,
537979204720382,2018-01-28,2018-02-01,2018-02-01,"SER y ESTAR completa el ejercicio E (p. 19). Revisa ""5. ¿Y cómo es él?"" (p. 13) y completa el ejercicio C",,,,2018-02-01,,,School,
577023406484230,2018-02-28,2018-03-01,2018-03-01,EVALUATION,,,,2018-03-01,,,School,
563270967554530,2018-02-17,2018-02-18,2018-02-18,what will happen on tuesday?,,,,2018-02-18,,,School,
568164926076332,2018-02-21,2018-02-21,2018-02-21,columbus day in latin america pros and cons,,,,,,,School,
533773919604160,2018-01-23,2018-01-25,2018-01-25,print stuffs,,,,2018-01-25,,,School,
572780697795633,2018-02-26,2018-02-27,2018-02-27,Segunda tarea escrita: Reportaje. Tradiciones polémicas,,,,2018-02-27,,,School,
555308130882389,2018-02-11,2018-02-14,2018-02-14,"print Campus Sur (capítulo 17), ""El texto expositivo"" (CS 248), and ESSAY",,,,2018-02-15,,,School,
572780697795635,2018-02-26,2018-02-26,2018-02-26,Mar adentro Proyecto 2,,,,2018-02-27,,,School,
622251803443533,2018-04-05,2018-04-08,2018-04-08,finish up mar adentro projects,,,,2018-04-10,,,School,
632650526931658,2018-04-12,2018-04-15,2018-04-15,Escritura 4 Opinion,,,,2018-04-19,,,School,
609060800361327,2018-03-26,2018-04-04,2018-04-04,Tarea escrita 3. Ensayo académico,,,,2018-04-05,,,School,
597517705500185,2018-03-17,2018-03-19,2018-03-19,practice for presentation,,,,2018-03-20,,,School,
620611769948170,2018-04-05,2018-04-05,2018-04-05,print essay?,,,,2018-04-05,,,School,
603699630389489,2018-03-21,2018-03-22,2018-03-22,"Preparar texto “África. Medio siglo de frustración” (CS p. 189. A, B) ",,,,,,,School,
533042920342883,2018-01-23,2018-01-28,2018-01-28,Enter Sandman,,,,,,,School,
618534704365290,2018-04-03,2018-04-05,2018-04-05,mar adentro,,,,2018-04-12,,,School,
603699630389491,2018-03-21,2018-03-22,2018-03-22,Preparar ejercicio A (CS p. 190),,,,,,,School,
533042920342884,2018-01-23,2018-02-18,2018-02-18,Jessie's Girl,,,,,,,School,
533042920342885,2018-01-23,2018-01-28,2018-01-28,What Is Hip?,,,,,,,School,
533042920342886,2018-01-23,2018-01-28,2018-01-28,The Chicken,,,,,,,School,
533042920342887,2018-01-23,2018-03-05,2018-03-05,Carry On My Wayward Son,,,,,,,School,
563454058080864,2018-02-18,2018-03-05,2018-03-05,dont stop me now,,,,,,,School,
563454058080865,2018-02-18,2018-02-18,2018-02-18,smells like teen spirit ,,,,,,,School,
563454058080866,2018-02-18,2018-03-05,2018-03-05,enter sandman,,,,,,,School,
465726439761061,2017-10-30,2017-11-03,2017-11-03,advising appointment,,,,,,,School,
465726439761062,2017-10-30,2017-11-10,2017-11-10,classes,,,,,,,School,
465726439761063,2017-10-30,2017-11-03,2017-11-03,email prof to see if 284 is possible,,,,,,,,classes
465726439761064,2017-10-30,2017-11-03,2017-11-03,"if possible, email about petition",,,,,,,,classes
465726439761065,2017-10-30,2017-11-10,2017-11-10,spanish and/or junior writing,,,,,,,,classes
425397822367084,2017-09-08,2017-12-19,2017-12-19,Comp Sci 220,,,,,,,School,
460774240260715,2017-10-23,2017-10-25,2017-10-25,draw nodes,,,,2017-10-26,,,School,
447783845469055,2017-10-08,2017-10-12,2017-10-12,finesse algorithm,,,,2017-10-12,,,School,
437905741214570,2017-09-25,2017-10-03,2017-10-03,tests?,,,,2017-10-03,,,School,
475975427108151,2017-11-09,2017-11-15,2017-11-15,project,,,,2017-11-14,,,School,
452498371860635,2017-10-12,2017-10-14,2017-10-14,project,,,,2017-10-24,,,School,
425590136217539,2017-09-10,2017-09-16,2017-09-16,tests,,,,2017-09-19,,,School,
465151282368413,2017-10-28,2017-10-31,2017-10-31,project,,,,2017-11-07,,,School,
495010001205756,2017-12-04,2017-12-07,2017-12-07,make proj moar dank?,,,,2017-12-07,,,School,
487180878906390,2017-11-23,2017-11-30,2017-11-30,project,,,,2017-11-30,,,School,
458159250848604,2017-10-19,2017-10-23,2017-10-23,project,,,,2017-10-26,,,School,
498537071809959,2017-12-07,2017-12-13,2017-12-13,project,,,,2017-12-14,,,School,
433641022899227,2017-09-19,2017-09-25,2017-09-25,project,,,,2017-10-03,,,School,
446750863638533,2017-10-05,2017-10-08,2017-10-08,project,,,,2017-10-12,,,School,
491548257493512,2017-11-29,2017-12-02,2017-12-02,project,,,,2017-12-05,,,School,
425397822367086,2017-09-08,2017-12-21,2017-12-21,Comp Sci 240,,,,,,,School,
493466180548489,2017-12-02,2017-12-10,2017-12-10,notes,,,,2017-12-13,,,School,
428788735627403,2017-09-13,2017-09-16,2017-09-16,notes through chapter 1,,,,2017-09-16,,,School,
443214744904641,2017-10-02,2017-10-04,2017-10-04,quiz,,,,2017-10-06,,,School,
465154616774749,2017-10-28,2017-10-29,2017-10-29,extensive notes,,,,,,,School,
464123032754855,2017-10-26,2017-10-28,2017-10-28,quiz,,,,2017-10-27,,,School,
425590136217540,2017-09-10,2017-09-14,2017-09-14,online quiz,,,,2017-09-15,,,School,
434465863664342,2017-09-20,2017-09-21,2017-09-21,drop off homework dropbox in CS main office,,,,2017-09-22,,,School,
489060075237639,2017-11-27,2017-12-02,2017-12-02,hw4,,,,2017-12-04,,,School,
439682520159404,2017-09-27,2017-09-28,2017-09-28,finish 2.6 notes,,,,,,,School,
456925330860402,2017-10-18,2017-10-18,2017-10-18,quiz,,,,2017-10-20,,,School,
469994411843289,2017-11-02,2017-11-05,2017-11-05,practice exam,,,,2017-11-05,,,School,
460396127051477,2017-10-23,2017-10-29,2017-10-29,hw3,,,,2017-10-30,,,School,
425397822367093,2017-09-08,2017-09-09,2017-09-09,notes,,,,,,,School,
443214744904640,2017-10-02,2017-10-11,2017-10-11,hw2,,,,2017-10-10,,,School,
498418999237814,2017-12-07,2017-12-07,2017-12-07,quiz,,,,2017-12-08,,,School,
434465863664343,2017-09-20,2017-09-24,2017-09-24,upgrade notes,,,,,,,School,
489058454759902,2017-11-27,2017-11-30,2017-11-30,quiz,,,,2017-12-01,,,School,
425397822367087,2017-09-08,2017-12-19,2017-12-19,Physics 151,,,,,,,School,
148623786710017,2017-11-30,2017-11-30,2017-11-30,Print lab,,,,2017-11-30,,,School,
148623786710004,2017-10-25,2017-10-25,2017-10-25,Check room,,,,,,,School,
447675730212123,2017-10-07,2017-10-12,2017-10-12,"check, submit, print, and turn in lab",,,,2017-10-12,,,School,
446317508427908,2017-10-05,2017-10-07,2017-10-07,lab report,,,,2017-10-12,,,School,
443476214061878,2017-10-02,2017-10-05,2017-10-05,lab prepare,,,,2017-10-05,,,School,
503084043870598,2017-12-13,2017-12-19,2017-12-19,note sheet,,,,,,,School,
503124601156867,2017-12-13,2017-12-17,2017-12-17,"work, power",,,,,,,,note sheet
503124601156868,2017-12-13,2017-12-17,2017-12-17,center of mass,,,,,,,,note sheet
503124601156869,2017-12-13,2017-12-17,2017-12-17,"rotational motion, rotational kinetic energy, moment of inertia",,,,,,,,note sheet
503124601156870,2017-12-13,2017-12-17,2017-12-17,"moment of inertia, torque",,,,,,,,note sheet
503124601156871,2017-12-13,2017-12-17,2017-12-17,"torque, angular acceleration, cross product",,,,,,,,note sheet
503124601156872,2017-12-13,2017-12-17,2017-12-17,conservation of angular momentum,,,,,,,,note sheet
441309990835020,2017-09-28,2017-10-04,2017-10-04,create notes sheet,,,,2017-10-04,,,School,
148623786710002,2017-10-04,2017-10-04,2017-10-04,wind direction problem,,,,,,,,create notes sheet
444731396736110,2017-10-03,2017-10-04,2017-10-04,kinematic equations,,,,,,,,create notes sheet
444731396736111,2017-10-03,,2017-10-04,hard question from homework https://answers.yahoo.com/question/index?qid=20070214195029AA2IpO8,,,,,,,,create notes sheet
444731396736112,2017-10-03,2017-10-04,2017-10-04,law of sines and cosines,,,,,,,,create notes sheet
444731396736113,2017-10-03,,2017-10-03,example of using vectors rather than law of sines and cosines,,,,,,,,create notes sheet
444731396736114,2017-10-03,,2017-10-03,at least 2 kinematic examples,,,,,,,,create notes sheet
444731396736115,2017-10-03,2017-10-04,2017-10-04,some common conversions,,,,,,,,create notes sheet
444731396736117,2017-10-03,2017-10-04,2017-10-04,sig figs?,,,,,,,,create notes sheet
434215822988119,2017-09-20,2017-09-20,2017-09-20,install logger pro,,,,,,,School,
470848378250609,2017-11-03,2017-11-08,2017-11-08,print lab,,,,2017-11-09,,,School,
436629981017051,2017-09-24,2017-09-25,2017-09-25,check and upload lab,,,,,,,School,
434465863664338,2017-09-20,2017-09-20,2017-09-20,create lab report template,,,,,,,School,
443476214061879,2017-10-02,2017-10-04,2017-10-04,mastering physics exam practice,,,,2017-10-04,,,School,
484155328822084,2017-11-20,2017-11-22,2017-11-22,lab report,,,,2017-11-23,,,School,
439457849783050,2017-09-27,2017-09-27,2017-09-27,physical copy of lab,,,,,,bottom floor hasbrouk,School,
459263496794762,2017-10-21,2017-10-26,2017-10-26,turn in lab,,,,2017-10-26,,,School,
434465863664339,2017-09-20,2017-09-20,2017-09-20,copy questions from all labs,,,,,,,School,
503060374098470,2017-12-13,2017-12-13,2017-12-13,turn in lab,,,,2017-12-14,,,School,
434465863664340,2017-09-20,2017-09-20,2017-09-20,upgrade notes,,,,,,,School,
425590136217538,2017-09-10,2017-09-14,2017-09-14,prepare for lab,,,,2017-09-14,,,School,
457673299915605,2017-10-19,2017-10-21,2017-10-21,lab report,,,,2017-10-26,,,School,
444731396736118,2017-10-03,2017-10-04,2017-10-04,assorted review problems on moodle,,,,2017-10-04,,,School,
476915828988110,2017-11-12,2017-11-17,2017-11-17,note sheet,,,,,,,School,
476938317524094,2017-11-12,,2017-11-12,banked curve (with and without friction),,,,,,,,note sheet
476938317524095,2017-11-12,2017-11-15,2017-11-15,PULLEYS,,,,,,,,note sheet
480152822091365,2017-11-15,,2017-11-15,third law bullshit,,,,,,,,note sheet
425397822367092,2017-09-08,2017-09-09,2017-09-09,notes,,,,,,,School,
427989420913335,2017-09-12,2017-09-12,2017-09-12,install logger pro,,,,2017-09-14,,,School,
453402663777743,2017-10-14,2017-10-14,2017-10-14,mad notes,,,,,,,School,
469349589916422,2017-11-02,2017-11-03,2017-11-03,lab report,,,,2017-11-09,,,School,
476915828988111,2017-11-12,2017-11-12,2017-11-12,practice exam,,,,,,,School,
481993253940719,2017-11-16,2017-11-27,2017-11-27,hw10,,,,2017-12-01,,,School,
430975966111993,2017-09-16,2017-09-16,2017-09-16,more notes,,,,2017-09-16,,,School,
497897450899483,2017-12-07,2017-12-13,2017-12-13,lab,,,,2017-12-14,,,School,
442205053858382,2017-10-01,2017-10-02,2017-10-02,hw5,,,,2017-10-13,,,School,
453402663777745,2017-10-14,2017-10-14,2017-10-14,hw6,,,,2017-10-20,,,School,
481993253940720,2017-11-16,2017-12-02,2017-12-02,hw11,,,,2017-12-08,,,School,
430975966111997,2017-09-16,2017-09-20,2017-09-20,lab prep,,,,2017-09-21,,,School,
465218319220021,2017-10-29,2017-10-30,2017-10-30,hw8,,,,2017-11-03,,,School,
453402663777746,2017-10-14,2017-10-15,2017-10-15,hw7,,,,2017-10-27,,,School,
489058454759904,2017-11-27,2017-12-05,2017-12-05,hw12,,,,2017-12-15,,,School,
430975966111998,2017-09-16,2017-09-24,2017-09-24,h3,,,,2017-09-29,,,School,
461300557185801,2017-10-24,2017-10-26,2017-10-26,practice exam,,,,2017-10-26,,,School,
465218319220022,2017-10-29,2017-11-01,2017-11-01,hw9,,,,2017-11-10,,,School,
435690507981175,2017-09-21,2017-09-24,2017-09-24,lab report,,,,2017-09-28,,,School,
436613409139368,2017-09-24,2017-09-28,2017-09-28,h4,,,,2017-10-06,,,School,
452498371860633,2017-10-12,2017-10-14,2017-10-14,lab prepare,,,,,,,School,
461300557185802,2017-10-24,2017-10-24,2017-10-24,review problems,,,,,,,School,
461300557185803,2017-10-24,2017-10-26,2017-10-26,note sheet,,,,2017-10-26,,,School,
462513525292891,2017-10-25,2017-10-25,2017-10-25,friction,,,,,,,,note sheet
461300557185804,2017-10-24,2017-10-25,2017-10-25,newtons laws,,,,,,,,note sheet
462513525292890,2017-10-25,2017-10-25,2017-10-25,centripetal acceleration,,,,,,,,note sheet
462513525292888,2017-10-25,2017-10-25,2017-10-25,angular motion,,,,,,,,note sheet
461300557185807,2017-10-24,2017-10-25,2017-10-25,centripetal force,,,,,,,,note sheet
461300557185805,2017-10-24,,2017-10-24,tension example,,,,,,,,note sheet
461300557185806,2017-10-24,,2017-10-24,static vs kinetic friction example,,,,,,,,note sheet
442187221562006,2017-10-01,2017-10-01,2017-10-01,choose food from menu,,,,,,,School,
470292523520090,2017-11-03,2017-11-14,2017-11-14,Magical Girl,,,,2017-11-08,,,School,
490308134414413,2017-11-28,2017-12-05,2017-12-05,netflix presentation,,,,2017-12-06,,,School,
470292523520092,2017-11-03,2017-11-14,2017-11-14,Tortilla Soup,,,,2017-11-08,,,School,
447367601535070,2017-10-06,2017-10-11,2017-10-11,research tango/argentine tango,,,,2017-10-11,,,School,
425397822367091,2017-09-08,2017-09-12,2017-09-12,watch movie/print article,,,,2017-09-13,,,School,
481452435227556,2017-11-16,2017-11-27,2017-11-27,many things on schology,,,,,,,School,
431031829829772,2017-09-17,2017-09-19,2017-09-19,see email,,,,2017-09-20,,,School,
469349589916423,2017-11-02,2017-11-03,2017-11-03,check,,,,,,,School,
452498371860630,2017-10-12,2017-10-18,2017-10-18,food,,,,,,,School,
441309990835021,2017-09-28,2017-10-01,2017-10-01,questions about frida,,,,,,,School,
435690507981176,2017-09-21,2017-09-27,2017-09-27,watch frida and mariposas,,,,2017-09-27,,,School,
465154616774750,2017-10-28,2017-10-28,2017-10-28,check ,,,,,,,School,
443555523764947,2017-10-02,2017-10-04,2017-10-04,find summary of mariposas,,,,2017-10-04,,,School,
490280164260580,2017-11-28,2017-11-28,2017-11-28,article presentation,,,,,,http://www.bbc.com/mundo/noticias-america-latina-42133739,School,
393474734000543,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
452498371860631,2017-10-12,2017-10-18,2017-10-18,folk tale,,,,2017-10-18,,,School,
433641022899225,2017-09-19,2017-09-20,2017-09-20,Leed el artículo adjuntado e idos al sitio web para ver los ejemplos que da de Youtube.,,,,2017-09-20,,,School,
433641022899226,2017-09-19,2017-09-20,2017-09-20,Preparad una lista de 5 palabras que tienen que ver con la comida (intentad que sean palabras que no sabíais antes).,,,,2017-09-20,,,School,
148623786710018,2017-12-05,2017-12-07,2017-12-07,Read packet,,,,,,,School,
148623786710000,2017-09-26,2017-09-26,2017-09-26,send email to get info about study abroad,,,,,,,School,
476815977486493,2017-11-10,2017-11-13,2017-11-13,print,,,,2017-11-14,,,School,
148623786709999,2017-09-26,2017-09-30,2017-09-30,Rubén Darío Voces 240-257,,,,2017-10-03,,,School,
487584269934864,2017-11-24,2017-11-30,2017-11-30,print tarea,,,,2017-11-30,,,School,
434215822988120,2017-09-20,2017-09-25,2017-09-25,print tarea,,,,2017-09-26,,,School,
447688480039696,2017-10-07,2017-10-12,2017-10-12,correct and print tarea 4,,,,2017-10-12,,,School,
425397822367080,2017-09-08,2017-09-10,2017-09-10,Voces 207-215,,,,,,,School,
476815977486491,2017-11-10,2017-11-10,2017-11-10,correct,,,,2017-11-14,,,School,
433576645803964,2017-09-19,2017-09-20,2017-09-20,tarea 1: write about being tall,,,,2017-09-26,,,School,
479774670138133,2017-11-14,2017-11-24,2017-11-24,tarea 5,,,,2017-11-30,,,School,
474912813264524,2017-11-08,2017-11-10,2017-11-10,tarea,,,,2017-11-14,,,School,
493414568356151,2017-12-01,2017-12-03,2017-12-03,read,,,,2017-12-05,,,School,
444731396736116,2017-10-03,2017-10-07,2017-10-07,tarea 4,,,,2017-10-12,,,School,
458159250848605,2017-10-19,2017-10-21,2017-10-21,read,,,,,,,School,
465299300187378,2017-10-29,2017-10-31,2017-10-31,print tarea,,,,2017-10-31,,,School,
427989420913337,2017-09-12,2017-09-13,2017-09-13,Latinoamérica - Calle 13,,,,2017-09-14,,https://www.youtube.com/watch?v=DkFJE8ZdeG8,School,
446750863638532,2017-10-05,2017-10-07,2017-10-07,read next author,,,,2017-10-10,,,School,
452498371860632,2017-10-12,2017-10-14,2017-10-14,read,,,,2017-10-17,,,School,
426771988664221,2017-09-11,2017-09-11,2017-09-11,review,,,,,,,School,
